x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,label,index
6,31,156464,3,13,4,2,4,0,0,0,25,-1.0,349
8,51,136823,6,9,8,1,4,1,0,0,32,-1.0,8152
1,29,188986,3,11,14,4,4,1,0,1590,64,-1.0,5389
0,74,192413,1,15,4,0,4,0,0,0,40,-1.0,18353
8,35,107233,3,9,10,3,2,0,0,0,55,-1.0,7682
6,48,280422,0,10,0,4,4,1,0,0,25,-1.0,10307
6,43,70055,6,10,10,5,4,0,0,0,40,-1.0,17220
6,27,38918,3,9,5,4,4,0,0,1876,75,-1.0,19631
6,55,162205,6,9,5,5,4,0,5178,0,72,1.0,22561
0,29,33798,6,9,5,5,4,0,0,0,45,-1.0,23931
6,54,145098,6,10,12,5,4,0,0,0,40,1.0,26444
6,26,28443,3,11,0,4,4,1,0,0,40,-1.0,15149
6,32,323055,6,9,13,5,4,0,0,0,40,-1.0,24971
6,28,275116,6,6,5,5,4,0,0,0,40,-1.0,30370
6,28,191935,3,12,12,2,4,0,0,0,20,-1.0,26498
6,30,55291,6,13,4,5,4,0,0,0,40,1.0,3671
2,58,114362,6,10,7,5,3,0,0,0,30,-1.0,25907
6,30,123397,3,9,1,3,4,1,0,0,40,-1.0,17861
6,32,180799,6,10,5,5,4,0,0,0,60,1.0,12454
5,34,149368,6,15,4,5,4,0,0,0,40,1.0,13157
6,29,301031,6,9,5,5,3,0,0,0,40,-1.0,6349
6,33,278514,1,9,13,2,4,1,0,0,42,-1.0,24976
6,64,169871,6,9,5,5,4,0,0,0,45,-1.0,817
6,51,220537,1,9,2,4,4,1,0,0,40,-1.0,1009
4,46,214627,6,16,4,5,4,0,0,0,60,1.0,6704
6,28,51461,6,13,10,5,4,0,0,1887,40,1.0,17638
6,17,160049,3,6,0,2,4,1,0,0,12,-1.0,31013
6,41,124956,0,13,4,4,3,1,99999,0,60,1.0,26570
0,41,196001,6,9,0,1,4,1,0,0,20,-1.0,241
8,55,254949,6,9,1,5,4,0,0,0,40,-1.0,18487
6,21,170108,3,10,0,2,4,0,0,0,40,-1.0,12957
6,36,123151,6,7,13,5,4,0,0,0,60,-1.0,22078
6,20,190457,3,9,0,2,4,1,0,0,30,-1.0,5759
0,51,186845,6,13,11,5,4,0,0,0,8,-1.0,9298
1,32,200469,3,10,9,3,3,1,3887,0,40,-1.0,18491
6,31,288419,6,6,2,5,4,0,0,0,40,-1.0,1773
6,23,122048,3,9,2,0,4,1,0,0,40,-1.0,15430
6,26,229613,1,9,2,4,4,1,0,0,40,-1.0,22066
8,45,318280,6,10,4,5,4,0,7688,0,50,1.0,18655
6,90,313749,5,9,10,3,4,1,0,0,25,-1.0,32250
6,36,224566,3,12,4,4,4,0,0,1669,45,-1.0,21138
0,37,48063,6,13,4,5,4,0,0,0,55,1.0,6478
6,31,266126,3,9,0,4,4,1,0,0,30,-1.0,25722
6,39,186183,6,9,13,5,4,0,0,0,40,1.0,5913
6,32,207668,6,13,8,5,4,0,15024,0,45,1.0,5189
6,39,164712,3,10,5,3,4,0,0,0,40,-1.0,15293
6,73,183213,5,11,4,4,4,0,25124,0,60,1.0,18832
2,61,222395,6,9,7,5,4,0,0,0,40,-1.0,11767
6,38,229700,6,14,4,5,3,0,0,0,40,1.0,17473
2,75,128224,6,3,7,5,4,0,0,0,25,-1.0,28579
8,38,134444,6,10,9,5,4,0,0,0,72,-1.0,5558
6,38,208358,6,11,12,5,4,0,0,0,40,-1.0,15646
6,31,202729,6,9,5,5,4,0,0,0,50,-1.0,15286
6,26,164583,1,9,12,3,4,1,0,0,30,-1.0,5529
6,38,108140,6,14,4,5,4,0,0,0,50,1.0,30357
8,22,289982,3,13,4,2,4,1,0,0,35,-1.0,13209
6,34,178951,6,9,12,5,4,0,0,0,45,-1.0,5812
6,36,75826,1,13,10,3,4,1,0,0,40,-1.0,7531
6,40,70539,6,10,12,5,4,0,4386,0,50,-1.0,22068
6,22,214635,3,9,2,4,4,0,0,0,42,-1.0,26379
6,23,24395,3,9,1,2,4,1,0,0,30,-1.0,13039
8,45,160173,6,14,8,5,4,0,7688,0,50,1.0,22233
6,40,105794,3,15,4,4,4,1,14084,0,50,1.0,14114
6,32,194987,6,9,10,1,3,1,0,0,40,-1.0,5158
6,51,201127,1,9,12,4,4,0,0,0,45,-1.0,17115
6,51,179646,1,9,10,3,4,1,0,0,40,-1.0,1311
1,50,173020,6,10,13,5,4,0,0,0,40,-1.0,10698
6,58,210673,6,10,10,1,4,1,0,0,40,1.0,10145
6,36,77820,6,10,13,5,4,0,0,0,40,1.0,24633
6,31,574005,6,13,13,5,4,0,0,0,44,1.0,28572
6,24,205865,3,9,12,3,4,0,0,0,45,-1.0,31833
6,27,182540,3,7,13,4,4,0,0,0,40,-1.0,19173
6,23,118693,3,13,0,4,4,0,0,0,35,-1.0,8453
6,20,227943,3,9,1,2,4,0,0,0,45,-1.0,3174
6,37,259846,6,11,10,5,4,0,3471,0,40,-1.0,26280
6,54,96062,6,12,14,5,4,0,0,0,40,1.0,1162
8,26,336969,6,13,4,5,4,0,0,0,28,-1.0,2677
6,18,36882,3,9,10,2,4,1,0,0,20,-1.0,12382
6,20,39234,3,9,0,2,4,0,0,0,30,-1.0,28468
6,41,184846,1,10,10,3,4,1,0,0,40,-1.0,8399
0,50,131982,6,9,0,5,1,0,0,0,60,-1.0,30507
6,18,285013,3,9,12,2,4,0,0,0,10,-1.0,30249
6,38,257735,6,5,1,5,4,0,0,0,40,-1.0,25053
6,27,29261,3,10,12,3,4,0,0,0,50,-1.0,25318
2,19,128453,3,9,7,2,4,1,0,0,28,-1.0,9703
6,31,184307,6,10,8,5,4,0,0,0,50,1.0,1134
6,37,123833,3,10,12,4,4,0,0,0,60,-1.0,17818
4,84,172907,6,10,12,5,4,0,0,0,35,1.0,11232
6,19,376540,3,9,10,4,4,1,0,0,30,-1.0,878
6,32,29312,6,6,5,5,4,0,0,0,80,1.0,8630
6,47,191277,6,10,12,5,4,0,0,0,50,1.0,11891
6,24,353010,3,13,10,4,4,0,0,0,10,-1.0,14031
6,33,169496,6,13,8,5,4,0,0,0,50,1.0,20920
6,30,103642,6,7,13,5,4,0,0,0,40,-1.0,17350
6,50,192964,1,9,12,3,4,1,0,0,65,-1.0,24517
6,37,187311,3,10,10,4,4,1,0,0,60,-1.0,16046
6,34,289984,1,9,6,3,3,1,0,0,30,-1.0,1037
0,33,93930,6,9,8,5,4,0,0,0,40,-1.0,20880
6,37,34378,6,4,11,5,4,0,2580,0,60,-1.0,5097
6,24,179627,6,9,2,5,4,0,0,0,40,-1.0,16265
6,18,194897,3,9,1,2,2,0,0,0,40,-1.0,13317
6,41,287037,3,10,11,4,4,0,0,0,40,-1.0,20342
6,45,26502,6,13,13,5,4,0,0,0,72,1.0,15642
6,23,287681,3,4,0,4,4,0,0,0,25,-1.0,2671
4,35,289430,6,14,12,5,4,0,0,0,45,1.0,1109
0,38,108947,6,10,2,5,4,0,7688,0,40,1.0,4547
6,28,192200,6,13,4,5,4,0,0,0,40,-1.0,2791
6,49,50748,5,13,4,3,4,1,1506,0,35,-1.0,27228
6,47,80924,5,10,0,4,4,1,0,0,35,-1.0,6017
6,37,256723,1,10,10,3,3,1,0,0,35,-1.0,1698
6,37,271767,3,13,8,4,4,0,0,0,48,1.0,15253
0,26,86646,6,10,13,5,4,0,0,0,45,-1.0,578
6,53,31588,6,13,4,5,4,0,0,0,52,1.0,24295
4,77,192230,6,10,8,5,4,0,0,0,40,-1.0,8532
0,32,410615,6,9,5,5,4,0,0,1887,60,1.0,19341
6,40,82161,3,13,10,4,4,0,0,0,40,-1.0,14095
6,25,64671,1,9,1,2,1,1,0,0,40,-1.0,4529
6,45,238567,6,13,8,5,4,0,0,0,40,1.0,13744
6,29,350162,6,13,8,1,4,0,0,0,40,1.0,574
2,36,187203,1,11,7,2,4,0,0,0,50,-1.0,30137
6,52,202930,1,13,8,4,4,0,0,0,40,1.0,5228
6,43,598606,0,5,1,3,3,1,0,0,50,-1.0,3406
6,50,283676,1,10,13,4,4,0,0,0,40,-1.0,23698
0,32,170108,0,9,12,4,4,0,0,0,50,-1.0,7578
6,43,315971,1,13,8,4,4,1,0,0,45,1.0,31024
0,38,257250,3,9,11,4,4,0,0,0,52,-1.0,1574
8,59,197290,6,5,0,5,4,0,0,0,40,-1.0,6138
1,35,483530,1,10,14,3,4,1,0,0,40,-1.0,10319
6,22,235733,3,9,0,4,4,1,0,0,45,-1.0,1883
6,24,153583,3,10,12,2,4,1,0,0,40,-1.0,20428
4,32,99309,6,9,8,5,4,0,0,0,40,1.0,21193
6,23,53245,3,13,12,4,4,0,0,1602,12,-1.0,17858
1,51,172962,6,16,4,5,4,0,0,0,40,1.0,3017
6,42,202466,1,12,4,3,4,1,0,0,45,-1.0,5798
6,29,146343,3,9,0,3,3,1,0,0,25,-1.0,25468
6,34,180284,6,10,11,5,4,0,0,0,40,1.0,30398
6,25,308144,3,13,13,4,4,0,0,0,40,-1.0,4878
8,28,229223,6,11,4,1,4,1,7688,0,36,1.0,31463
6,45,266860,6,13,8,5,4,0,0,0,50,1.0,29839
6,53,290688,6,9,13,5,4,0,0,0,52,1.0,15820
6,31,409622,6,13,2,5,0,0,0,0,36,-1.0,17840
6,44,124747,6,9,8,1,4,1,3103,0,40,1.0,27193
2,55,106707,6,12,7,5,3,0,0,0,20,1.0,3977
6,42,223548,6,4,1,5,4,0,0,0,30,-1.0,29901
4,58,104333,1,9,12,4,4,0,0,0,50,-1.0,4061
6,37,133328,1,9,12,3,4,1,0,0,40,-1.0,19129
6,45,118291,3,10,13,4,4,1,0,0,80,-1.0,8406
8,28,211920,6,9,9,5,4,0,0,0,40,-1.0,7016
6,41,118619,6,13,8,5,3,0,0,0,50,-1.0,1102
6,25,195914,3,10,12,2,3,1,3418,0,30,-1.0,16995
6,23,334357,3,9,10,2,3,1,0,0,40,-1.0,2647
6,51,415287,6,9,2,5,3,0,0,1902,40,1.0,1693
4,70,379819,6,10,12,5,4,0,10566,0,40,-1.0,11213
6,37,193815,6,12,4,5,4,0,0,0,45,1.0,28205
0,32,379412,6,11,13,5,4,0,0,0,40,-1.0,29860
0,45,152752,6,11,9,5,4,0,0,0,3,-1.0,18951
6,26,231638,3,10,10,2,4,1,0,0,40,-1.0,20509
6,19,181546,3,10,10,2,4,1,0,0,40,-1.0,3121
6,59,113959,6,9,10,5,4,0,0,0,45,1.0,15865
6,30,121308,1,10,12,2,4,0,0,0,40,-1.0,7227
6,26,153078,3,9,10,2,1,0,0,0,80,1.0,12967
6,37,126954,6,13,8,5,4,0,0,0,50,1.0,23821
6,27,160786,0,7,13,4,4,0,0,0,45,-1.0,17734
6,40,46990,6,16,4,1,4,1,0,1977,20,1.0,25114
6,63,187635,3,9,8,4,4,0,0,0,40,-1.0,23274
8,33,246291,3,13,4,4,4,1,0,0,46,-1.0,28362
6,25,251915,3,13,12,2,4,1,0,0,40,-1.0,3546
6,23,91658,1,10,1,2,4,0,0,0,40,-1.0,31506
6,37,126675,3,9,13,4,4,0,0,0,40,-1.0,17025
6,22,231085,3,10,0,2,4,0,0,0,30,-1.0,7408
6,22,110684,3,9,10,2,4,0,0,0,20,-1.0,18723
6,48,169324,3,9,0,3,3,1,0,0,32,-1.0,14524
6,32,260954,6,7,13,5,4,0,0,2042,30,-1.0,32237
6,64,180247,6,4,13,5,3,0,0,0,40,-1.0,28536
6,17,24090,3,9,8,2,4,1,0,0,35,-1.0,31933
6,35,175614,1,11,4,3,4,1,0,0,40,1.0,5403
6,33,159888,6,9,5,5,4,0,0,0,40,-1.0,14840
2,19,158603,3,6,7,2,3,0,0,0,25,-1.0,23375
6,32,154120,6,9,5,5,4,0,7298,0,40,1.0,17328
6,33,133503,6,9,12,5,4,0,0,1977,45,1.0,25018
8,29,148182,6,9,5,5,3,0,0,0,40,-1.0,13381
6,21,111676,3,10,0,4,4,1,0,0,40,-1.0,18533
0,25,210278,3,13,4,2,4,0,0,0,30,-1.0,2865
0,41,147110,6,9,2,5,4,0,0,0,25,-1.0,18149
6,20,205975,3,9,10,2,4,1,0,0,20,-1.0,23690
0,67,45814,6,4,11,5,4,0,0,0,40,-1.0,26206
0,45,256866,6,10,12,5,4,0,5013,0,40,-1.0,1444
8,53,324021,1,10,0,4,4,1,0,0,40,-1.0,18846
6,36,248708,3,12,13,4,4,0,0,0,40,-1.0,20378
6,57,199847,6,13,8,5,4,0,15024,0,60,1.0,30635
6,40,254478,6,10,13,5,4,0,7298,0,50,1.0,31125
6,17,32763,3,6,0,2,4,0,0,0,15,-1.0,24339
6,41,283116,1,9,13,3,4,1,1506,0,50,-1.0,18615
0,42,170721,6,9,13,5,4,0,0,2002,40,-1.0,8285
6,44,165599,6,9,2,5,4,0,0,0,48,-1.0,31311
6,35,410034,1,10,12,4,4,0,0,0,50,-1.0,2089
6,29,355569,3,11,8,3,4,1,0,0,50,-1.0,4361
6,24,196332,3,9,0,2,3,1,0,0,40,-1.0,16549
6,57,70720,6,9,0,5,4,0,0,0,78,-1.0,30314
6,26,91683,6,6,5,5,4,0,0,0,35,-1.0,1905
2,19,140242,3,10,7,2,4,1,0,0,20,-1.0,20924
6,49,165468,6,9,8,5,4,0,7688,0,55,1.0,10491
6,44,143368,3,10,0,4,3,0,0,0,55,-1.0,31690
0,35,170174,6,9,13,5,4,0,7298,0,60,1.0,20873
2,54,156877,1,9,7,4,4,0,0,0,20,-1.0,11468
8,36,197495,1,13,4,3,3,1,0,0,40,-1.0,21076
6,51,280093,0,9,10,0,4,1,0,0,40,-1.0,19278
6,19,104830,3,4,5,3,4,0,0,0,25,-1.0,7362
6,29,273051,6,13,8,5,4,0,0,0,52,1.0,31493
6,32,245482,6,9,2,5,1,0,0,0,40,-1.0,7068
6,51,240988,6,7,2,5,1,0,0,0,40,-1.0,5694
8,42,266135,6,10,9,5,4,0,0,0,52,1.0,13997
0,49,43348,3,16,4,4,4,0,99999,0,70,1.0,26802
6,22,110371,6,9,0,2,4,0,0,0,50,-1.0,14634
6,29,169815,6,12,12,5,4,0,0,0,50,1.0,3405
6,35,196491,3,13,12,4,4,0,0,0,50,-1.0,7599
6,53,270546,1,9,6,4,4,1,0,0,20,-1.0,26611
8,20,188950,3,10,9,2,4,0,0,0,25,-1.0,18612
0,47,174533,6,10,13,5,4,0,0,0,40,-1.0,7879
6,26,176756,6,10,12,5,4,0,0,0,40,-1.0,29164
6,41,288679,6,9,13,5,4,0,0,0,40,-1.0,22707
6,22,187538,0,6,0,3,4,1,0,0,40,-1.0,5916
6,65,205309,6,9,10,5,4,0,0,0,20,-1.0,11537
6,53,295520,5,5,12,3,3,1,0,0,25,-1.0,24945
6,46,155489,6,9,2,5,4,0,0,0,43,1.0,21480
6,21,197583,3,10,10,2,4,1,0,0,20,-1.0,7454
6,32,249550,3,10,4,4,4,0,0,0,44,-1.0,5673
6,59,174864,6,9,13,5,4,0,0,1485,45,1.0,14787
6,20,200153,3,9,0,2,4,1,0,0,38,-1.0,32142
6,41,93885,1,10,12,3,4,1,0,0,48,-1.0,31826
6,45,337825,6,9,13,5,4,0,0,0,45,-1.0,8392
6,36,89508,1,10,4,4,4,0,0,0,50,-1.0,17031
6,25,252187,3,7,1,4,4,0,0,0,40,-1.0,7510
6,21,156980,3,9,2,2,4,0,0,0,60,-1.0,30941
2,18,201299,3,10,7,2,4,1,0,0,40,-1.0,7098
6,34,157747,6,9,10,5,4,0,0,0,45,1.0,29758
4,47,239321,6,13,12,5,4,0,0,0,40,1.0,21274
6,50,278188,1,9,13,4,4,1,0,0,45,-1.0,32301
6,42,184857,6,9,13,5,4,0,0,0,16,-1.0,5968
6,38,189404,2,9,0,4,4,0,0,0,35,-1.0,6315
6,42,209370,0,9,12,4,4,1,0,0,30,-1.0,1021
0,45,33234,6,13,12,5,4,0,0,0,40,1.0,16398
6,36,370767,6,9,4,5,4,0,0,2377,60,-1.0,9304
6,37,188774,6,13,10,5,4,0,0,0,40,-1.0,11495
6,22,215477,3,10,5,2,4,0,0,0,40,-1.0,8671
8,39,423605,6,8,5,5,4,0,0,1848,40,1.0,12406
4,44,121352,6,10,8,5,4,0,0,0,50,-1.0,8953
6,49,268022,6,13,12,5,4,0,0,0,50,1.0,1960
2,65,404601,6,9,7,5,4,0,2414,0,30,-1.0,21226
6,39,30269,1,11,12,3,4,1,0,0,40,-1.0,28497
6,22,133833,3,10,0,2,4,1,0,0,25,-1.0,30719
1,47,187581,6,11,14,5,4,0,0,0,48,1.0,8757
6,34,176648,1,9,10,4,3,0,0,0,42,-1.0,24614
6,34,173806,3,14,4,4,4,0,4865,0,60,-1.0,2013
6,19,157605,1,9,0,4,4,1,0,0,40,-1.0,27635
0,49,162856,1,10,8,4,2,1,0,0,40,-1.0,17569
6,44,106682,6,9,12,5,4,0,0,0,60,-1.0,11007
6,40,205047,2,9,13,4,4,0,0,0,40,1.0,30779
6,38,215646,1,9,1,4,4,0,0,0,40,-1.0,2
6,49,188823,1,9,4,4,4,0,0,0,42,-1.0,2683
6,25,143267,3,9,10,4,4,1,0,0,48,-1.0,22236
1,57,32694,6,14,4,5,4,0,0,0,50,1.0,4536
6,90,52386,3,10,0,4,1,0,0,0,35,-1.0,5101
6,40,73025,6,9,0,5,1,0,0,0,30,-1.0,14068
6,45,122195,5,9,13,3,3,1,0,0,40,-1.0,28066
6,23,123983,3,11,4,2,1,0,0,0,40,-1.0,19476
8,41,177599,1,13,4,3,4,1,0,0,35,-1.0,25111
6,29,130438,6,9,2,5,4,0,0,0,40,-1.0,25648
5,37,141029,1,14,4,4,4,1,0,0,40,-1.0,29131
6,27,85625,3,9,0,2,4,0,0,0,22,-1.0,24000
0,57,190554,1,6,8,2,4,0,0,0,60,1.0,6016
0,33,427474,6,9,12,5,4,0,0,0,60,1.0,19687
6,58,417419,1,4,2,2,4,0,0,0,40,-1.0,9421
1,26,169323,3,14,4,4,4,1,0,0,40,-1.0,15997
6,33,134886,3,10,10,2,4,1,99999,0,30,1.0,22792
6,44,175943,6,13,4,1,4,1,0,0,20,-1.0,17135
6,48,245948,3,9,2,4,3,1,2174,0,40,-1.0,17068
6,48,185039,1,9,12,3,4,1,0,0,30,-1.0,3907
6,48,39986,3,9,1,4,4,0,0,0,40,-1.0,16204
6,35,310290,6,9,5,1,3,1,0,0,40,-1.0,27431
6,25,109419,3,9,10,2,4,1,0,0,40,-1.0,23252
6,42,253770,1,10,10,3,4,1,0,0,40,-1.0,22560
6,66,101607,1,9,2,4,4,0,0,0,10,-1.0,8445
8,41,52037,1,10,10,3,4,1,0,0,40,-1.0,4068
6,36,130200,1,9,2,3,4,0,0,0,40,-1.0,15713
6,43,112607,6,7,12,5,4,0,0,0,60,-1.0,7646
2,21,233923,3,10,7,2,4,1,0,0,24,-1.0,28252
2,19,220517,3,10,7,2,4,1,0,0,15,-1.0,12485
6,65,149811,1,9,10,3,4,1,0,2206,59,-1.0,8214
2,18,85154,3,8,7,2,1,1,0,0,24,-1.0,9348
6,44,54507,3,9,2,4,4,1,0,0,40,-1.0,3484
2,56,128900,5,10,7,4,3,1,0,0,40,-1.0,4419
6,25,103358,3,10,2,2,4,0,0,0,40,-1.0,22860
0,42,351161,6,13,4,5,4,0,0,1887,40,1.0,28927
6,41,342164,1,10,12,4,4,1,0,0,15,-1.0,5776
6,36,104772,1,9,13,3,4,0,0,0,48,-1.0,2487
6,25,326370,3,10,10,4,4,0,0,0,38,-1.0,28907
6,60,156616,5,9,0,3,3,1,0,0,40,-1.0,8381
4,24,493034,3,9,0,4,3,0,13550,0,50,1.0,7400
6,33,232475,3,10,12,2,4,0,0,0,45,-1.0,32377
2,20,273701,3,10,7,0,3,0,34095,0,10,-1.0,17027
6,41,77373,6,10,5,5,4,0,0,1848,65,1.0,28808
8,37,312232,6,13,9,5,4,0,5178,0,40,1.0,8832
6,57,375868,6,14,10,5,4,0,0,0,40,-1.0,6696
6,23,60331,3,10,13,4,4,0,0,0,40,-1.0,30683
6,20,194891,3,9,10,4,4,1,0,0,40,-1.0,11208
6,35,234271,1,10,10,4,4,1,0,0,40,-1.0,31388
6,51,252903,6,6,12,5,4,0,0,1977,40,1.0,3134
4,45,180239,6,15,8,5,1,0,7688,0,40,1.0,29229
6,53,208321,6,9,0,5,3,0,0,1740,40,-1.0,28350
6,46,216934,1,13,10,4,4,0,0,0,40,-1.0,24106
2,38,204668,0,11,7,3,4,1,0,0,25,-1.0,5304
6,31,173002,3,9,10,2,4,1,0,0,40,-1.0,11952
8,27,125442,6,10,8,5,4,0,0,0,50,-1.0,18494
6,22,202745,3,9,2,0,4,0,0,0,55,-1.0,19713
6,51,194259,1,13,14,3,4,1,0,0,40,-1.0,22583
0,42,101709,6,11,13,5,1,0,2885,0,40,-1.0,26731
6,26,310907,6,10,8,1,4,1,0,0,35,-1.0,1615
8,31,213307,3,9,10,2,4,1,0,0,40,-1.0,10447
6,24,255474,6,7,12,5,4,0,0,0,40,-1.0,11290
6,22,221745,1,10,2,2,4,1,0,0,40,-1.0,3099
6,55,199067,6,9,13,5,4,0,0,0,40,1.0,1724
0,28,398918,3,13,4,4,4,0,0,0,50,1.0,13067
6,40,175398,1,11,4,4,4,1,0,0,20,-1.0,29801
6,43,459342,1,9,10,4,4,1,0,0,40,-1.0,25410
6,27,36851,3,13,2,4,4,0,0,0,41,-1.0,26828
6,21,254904,3,9,13,4,4,1,0,0,30,-1.0,11405
6,38,179117,3,12,2,4,3,1,10520,0,50,1.0,9240
6,23,209034,6,9,2,1,4,1,3942,0,40,-1.0,17540
6,40,190621,1,10,8,0,3,1,0,0,55,-1.0,6805
6,17,293440,3,7,10,2,4,1,0,0,15,-1.0,9846
6,29,271466,3,11,4,4,4,0,0,0,43,-1.0,49
1,52,142757,6,9,9,5,3,0,0,0,40,1.0,19676
6,68,161744,6,6,12,5,4,0,0,0,16,-1.0,27631
5,41,185616,3,9,10,4,4,1,0,1980,40,-1.0,11114
6,37,758700,6,5,1,5,4,0,3781,0,50,-1.0,2366
6,24,35603,1,10,0,4,3,0,0,0,40,-1.0,20203
4,44,69333,6,13,13,5,4,0,0,0,50,1.0,31735
2,69,121136,6,9,7,5,4,0,0,0,13,-1.0,30921
8,40,163725,6,13,4,5,4,0,7688,0,40,1.0,16926
1,55,181641,1,10,4,4,3,1,0,0,37,-1.0,30462
8,23,117618,3,13,4,2,4,0,0,0,24,-1.0,19831
5,46,80057,6,9,10,5,4,0,0,0,40,1.0,6340
2,32,143162,6,6,7,1,4,1,0,0,40,-1.0,18223
6,53,302868,6,13,12,5,4,0,0,0,50,1.0,2048
6,27,93021,3,9,10,3,0,1,0,0,40,-1.0,2550
6,57,195876,6,9,13,5,4,0,0,0,40,-1.0,20451
6,27,38599,3,8,5,4,4,0,0,0,40,-1.0,13043
4,43,304906,6,13,12,5,4,0,0,0,45,1.0,17834
6,38,607848,6,13,12,5,4,0,0,0,40,1.0,18262
0,45,242552,1,8,13,0,3,0,0,0,35,-1.0,5962
5,22,274103,3,13,4,2,4,0,0,0,10,-1.0,15890
6,43,293305,6,13,12,5,4,0,0,1887,40,1.0,3857
6,23,287988,3,10,10,4,4,0,0,0,20,-1.0,7312
6,23,495888,3,9,0,4,4,0,0,0,40,-1.0,3900
6,25,77071,3,13,4,2,4,1,0,2339,35,-1.0,14218
6,40,137421,6,9,5,5,1,0,0,0,60,-1.0,27283
6,22,437994,3,10,0,0,3,0,0,0,20,-1.0,3703
6,17,108402,3,6,12,2,4,1,0,0,20,-1.0,13149
6,45,151267,3,13,10,4,3,1,0,0,40,1.0,31538
0,36,344351,3,9,5,2,4,0,0,0,40,-1.0,11136
6,20,528616,3,3,0,0,4,0,0,0,40,-1.0,10437
6,37,254973,6,9,1,1,4,1,0,0,40,1.0,6982
6,42,173704,6,14,4,5,4,0,0,0,40,-1.0,11867
6,35,187329,3,13,4,4,4,1,0,0,40,-1.0,25192
6,20,234640,3,10,10,2,4,1,0,0,40,-1.0,32376
6,37,410913,2,9,11,3,0,0,0,0,40,-1.0,6053
4,68,52052,5,11,12,4,4,1,25124,0,50,1.0,22443
6,48,204629,6,14,8,5,4,0,0,0,50,1.0,28724
6,32,279173,1,13,12,4,4,0,0,0,45,-1.0,21546
0,72,139889,6,10,11,5,4,0,0,0,74,-1.0,23608
6,39,139743,0,9,10,4,4,1,0,0,20,-1.0,20793
6,28,176683,6,13,8,5,4,0,5178,0,50,1.0,16949
6,28,38309,6,11,10,5,4,0,2407,0,40,-1.0,13159
6,25,133373,0,9,13,4,4,0,0,0,40,-1.0,16557
6,37,188576,6,16,4,5,1,0,0,0,40,-1.0,10669
6,33,56701,6,13,4,5,4,0,15024,0,75,1.0,5490
6,58,314092,6,11,13,5,4,0,0,1887,48,1.0,27000
2,70,26990,6,9,7,5,4,0,0,0,60,-1.0,13878
6,29,201155,3,5,12,4,4,1,0,0,48,-1.0,23470
6,50,217577,5,9,2,3,4,1,0,0,40,-1.0,22981
6,48,149210,0,9,13,3,3,0,0,0,45,-1.0,28832
6,29,178244,6,9,2,5,4,0,0,0,40,-1.0,10158
0,20,197207,1,9,12,4,4,1,0,0,30,-1.0,18165
6,35,184117,3,13,10,2,4,1,0,0,40,-1.0,1343
6,39,178815,3,9,12,4,4,0,0,0,55,-1.0,7583
6,48,190072,1,10,8,4,4,0,0,0,50,1.0,21341
6,49,91251,6,9,0,5,1,0,0,0,40,-1.0,12064
8,55,107308,6,14,4,5,4,0,0,0,40,1.0,19559
2,27,308995,1,10,7,2,3,1,0,0,40,-1.0,5784
6,44,120277,6,14,8,5,4,0,0,0,38,1.0,11923
6,21,275726,3,9,13,2,3,0,0,0,40,-1.0,3158
6,44,145160,3,9,13,0,4,0,0,0,58,-1.0,18218
8,39,267893,6,12,13,5,3,0,7298,0,40,1.0,22986
4,54,99185,6,16,4,5,4,0,0,0,50,1.0,9413
1,33,156015,6,13,8,5,4,0,0,0,40,1.0,13935
6,21,205838,3,9,0,2,4,0,0,0,37,-1.0,18783
6,43,307767,6,9,1,5,4,0,0,0,40,-1.0,2899
6,32,70985,6,11,2,5,4,0,0,0,40,-1.0,23712
6,37,343721,6,13,4,5,4,0,0,0,40,1.0,9605
6,27,292120,1,9,14,4,4,1,0,0,45,-1.0,27057
6,38,38312,6,13,8,5,4,0,15024,0,65,1.0,27416
6,28,119287,6,13,8,1,4,1,15024,0,28,1.0,30722
6,54,87205,5,9,0,4,4,1,0,0,15,-1.0,16765
6,43,170525,1,13,4,4,4,1,14344,0,40,1.0,14220
6,17,375657,3,7,1,2,4,0,0,0,30,-1.0,31413
6,58,197319,6,13,8,5,4,0,0,0,45,1.0,9066
6,38,33397,1,9,12,3,4,1,0,0,40,-1.0,31996
6,53,124076,6,16,4,1,4,1,99999,0,37,1.0,23068
6,26,174921,3,13,12,4,4,1,0,0,40,-1.0,12174
6,36,128757,6,13,0,5,3,0,7298,0,36,1.0,206
6,25,404616,6,13,8,5,4,0,0,0,40,1.0,22719
6,20,432154,3,9,12,2,4,1,0,0,8,-1.0,7444
6,37,272950,1,9,13,4,4,0,0,0,40,-1.0,32095
6,46,101430,1,7,1,3,3,1,0,0,40,-1.0,21009
6,47,164423,1,9,8,3,4,1,0,0,43,-1.0,27708
0,33,137674,6,9,0,5,3,0,0,0,40,-1.0,10600
6,18,205218,3,7,12,2,4,1,0,0,20,-1.0,30932
6,18,59202,3,9,6,0,4,1,0,0,10,-1.0,19253
6,35,161141,6,9,2,5,4,0,0,0,40,-1.0,5786
6,49,148995,1,9,10,4,4,0,0,0,40,-1.0,1246
6,45,125489,1,14,4,3,4,1,0,0,50,-1.0,6827
6,41,163322,1,7,8,3,4,1,0,0,36,-1.0,22549
6,42,307638,1,9,10,2,4,1,0,0,40,-1.0,3034
